"Id","Contrato","Numero","Fecha Envio","Total","Adjunto","Estado"
"390","4112-6-CL19","3191-2911-SE19","13/06/2019","$637.237,00","","ACEPTADA"
"391","4112-6-CL19","3191-2926-SE19","13/06/2019","$1.964.312,00","","ACEPTADA"
"392","4112-6-CL19","3191-3281-SE19","02/07/2019","$637.237,00","","ACEPTADA"
"393","4112-6-CL19","3191-3359-SE20","17/07/2020","$469.980,00","","ACEPTADA"
"394","4112-6-CL19","3191-3361-SE20","17/07/2020","$3.356.590,00","","ACEPTADA"
"395","4112-6-CL19","3191-3362-SE20","17/07/2020","$446.774,00","","ACEPTADA"
"396","4112-6-CL19","3191-3473-SE19","11/07/2019","$646.570,00","","ACEPTADA"
"397","4112-6-CL19","3191-3482-SE19","11/07/2019","$2.175.466,00","","ACEPTADA"
"398","4112-6-CL19","3191-4016-SE20","25/08/2020","$718.915,00","","ACEPTADA"
"399","4112-6-CL19","3191-4033-SE20","26/08/2020","$3.530.438,00","","ACEPTADA"
"400","4112-6-CL19","3191-4232-SE19","16/08/2019","$1.744.059,00","","ACEPTADA"
"401","4112-6-CL19","3191-4559-SE20","22/09/2020","$2.156.714,00","","ACEPTADA"
"402","4112-6-CL19","3191-4616-SE19","03/09/2019","$397.936,00","","ACEPTADA"
"403","4112-6-CL19","3191-4828-SE19","13/09/2019","$769.941,00","","ACEPTADA"
"404","4112-6-CL19","3191-4839-SE19","13/09/2019","$2.387.367,00","","ACEPTADA"
"405","4112-6-CL19","3191-490-SE21","20/01/2021","$1.665.067,00","","ACEPTADA"
"406","4112-6-CL19","3191-491-SE21","20/01/2021","$1.547.734,00","","ACEPTADA"
"407","4112-6-CL19","3191-4941-SE20","14/10/2020","$2.000.508,00","","ACEPTADA"
"408","4112-6-CL19","3191-5016-SE20","19/10/2020","$3.097.727,00","","ACEPTADA"
"409","4112-6-CL19","3191-5031-SE20","20/10/2020","$771.592,00","","ACEPTADA"
"410","4112-6-CL19","3191-5046-SE19","26/09/2019","$1.889.450,00","","ACEPTADA"
"411","4112-6-CL19","3191-5662-SE20","24/11/2020","$642.605,00","","ACEPTADA"
"412","4112-6-CL19","3191-5664-SE20","25/11/2020","$3.175.196,00","","ACEPTADA"
"413","4112-6-CL19","3191-5816-SE19","04/11/2019","$2.337.128,00","","ACEPTADA"
"414","4112-6-CL19","3191-5857-SE19","05/11/2019","$124.106,00","","ACEPTADA"
"415","4112-6-CL19","3191-6021-SE20","14/12/2020","$2.220.003,00","","ACEPTADA"
"416","4112-6-CL19","3191-6022-SE20","14/12/2020","$2.163.708,00","","ACEPTADA"
"417","4112-6-CL19","3191-6238-SE19","19/11/2019","$1.591.495,00","","ACEPTADA"
"418","4112-6-CL19","3191-6242-SE19","19/11/2019","$1.409.346,00","","ACEPTADA"
"419","4112-6-CL19","3191-6716-SE19","11/12/2019","$1.292.795,00","","ACEPTADA"
"420","4112-6-CL19","3191-6719-SE18","28/11/2018","$1.181.891,00","","RECEPCIÓN CONFORME"
"421","4112-6-CL19","3191-6720-SE18","28/11/2018","$1.570.779,00","","RECEPCIÓN CONFORME"
"422","4112-6-CL19","3191-6967-SE18","07/12/2018","$2.745.021,00","","RECEPCIÓN CONFORME"
"423","4112-6-CL19","3191-6980-SE19","21/12/2019","$1.297.481,00","","ACEPTADA"
"424","4112-6-CL19","3191-7055-SE19","27/12/2019","$3.342.160,00","","ACEPTADA"
"425","4112-6-CL19","3191-7362-SE18","26/12/2018","$1.613.961,00","","RECEPCIÓN CONFORME"
"426","4112-6-CL19","3191-833-SE19","22/02/2019","$1.467.389,00","","ACEPTADA"
"427","4112-6-CL19","3191-871-SE21","09/02/2021","$2.323.295,00","","ACEPTADA"
"428","4112-6-CL19","3191-872-SE21","09/02/2021","$779.832,00","","ACEPTADA"
"429","296972-50-CL19","3191-5975-SE19","07/11/2019","$4.274.480,00","","RECEPCIÓN CONFORME"
"430","296972-50-CL19","3191-2323-SE21","26/04/2021","$294.525,00","","ACEPTADA"
"431","296972-50-CL19","3191-1004-SE19","11/03/2019","$237.438,00","","RECEPCIÓN CONFORME"
"432","296972-50-CL19","3191-2958-SE19","17/06/2019","$92.761,00","","RECEPCIÓN CONFORME"
"433","296972-50-CL19","3191-3567-SE21","24/06/2021","$185.521,00","","ACEPTADA"
"434","296972-50-CL19","3191-4114-SE19","13/08/2019","$185.521,00","","RECEPCIÓN CONFORME"
"435","296972-50-CL19","3191-6568-SE18","16/11/2018","$221.935,00","","RECEPCIÓN CONFORME"
"436","296972-50-CL19","3191-6947-SE18","07/12/2018","$6.834.679,00","","RECEPCIÓN CONFORME"
"437","296972-50-CL19","3191-5935-SE20","09/12/2020","$221.935,00","","RECEPCIÓN CONFORME"
"438","296972-50-CL19","3191-1572-SE20","31/03/2020","$3.153.500,00","","RECEPCIÓN CONFORME"
"439","296972-50-CL19","3191-1507-SE21","16/03/2021","$71.400,00","","ACEPTADA"
"440","296972-50-CL19","3191-4968-SE20","15/10/2020","$278.282,00","","RECEPCIÓN CONFORME"
"441","296972-52-CL18","3191-2362-SE19","17/05/2019","$1.428.000,00","","RECEPCIÓN CONFORME"
"442","296972-41-CL20","3191-3729-SE21","01/07/2021","$1.346.459,00","","ACEPTADA"
"443","296972-41-CL20","3191-3138-SE21","01/06/2021","$1.339.020,00","","ACEPTADA"
"444","","3191-285-SE21","13/01/2021","$875.193,00","","ACEPTADA"
"445","","3191-1144-SE17","01/03/2017","$1.432.034,00","","RECEPCIÓN CONFORME"
"446","","3191-2379-SE19","20/05/2019","$518.496,00","","RECEPCIÓN CONFORME"
"447","","3191-3943-SE20","21/08/2020","$875.193,00","","ACEPTADA"
"448","296972-20-CL20","3191-2987-SE21","27/05/2021","$2.380.000,00","","ACEPTADA"
"449","296972-33-CL20","3191-3961-SE21","13/07/2021","$676.954,00","","ENVIADA A PROVEEDOR"
"450","296972-32-CL20","3191-3960-SE21","13/07/2021","$1.034.131,00","","ENVIADA A PROVEEDOR"
"451","","3191-160-SE20","10/01/2020","$847.639,00","","ACEPTADA"
"452","296972-20-CL20","3191-3566-SE21","24/06/2021","$2.618.000,00","","ACEPTADA"
"453","296972-22-CL20","3191-2832-SE21","19/05/2021","$160.500,00","","ACEPTADA"
"454","296972-28-CL20","3191-5754-SE19BK1","19/07/2021","$472.303,00","","ANULADA"
"455","296972-28-CL20","3191-5730-SE19BK1","29/10/2019","$2.842.386,00","","ANULADA"
"456","296972-28-CL20","3191-6733-SE19BK1","12/12/2019","$1.512.488,00","","ANULADA"
"457","TD-0012","3191-5754-SE19","19/07/2021","$472.303,00","","ACEPTADA"
"458","296972-13-CL19","3191-2456-SE21","03/05/2021","$6.307.000,00","","RECEPCIÓN CONFORME"
"459","296972-15-CL20","3191-3737-SE21","01/07/2021","$1.282.820,00","","ACEPTADA"
"460","296972-15-CL20","3191-3370-SE21","14/06/2021","$11.258.178,00","","ACEPTADA"
"461","296972-15-CL20","3191-3938-SE21","12/07/2021","$11.467.589,00","","ACEPTADA"
"462","296972-15-CL20","3191-3040-SE21","28/05/2021","$11.938.536,00","","ACEPTADA"
"463","4112-35-CL20","3191-5246-SE20","02/11/2020","$510.300,00","","ACEPTADA"
"464","4112-35-CL20","3191-5888-SE20","04/12/2020","$486.000,00","","ACEPTADA"
"465","4112-35-CL20","3191-91-SE21","06/01/2021","$480.600,00","","ACEPTADA"
"466","4112-35-CL20","3191-4197-SE20","03/09/2020","$486.000,00","","RECEPCIÓN CONFORME"
"467","4112-35-CL20","3191-809-SE21","04/02/2021","$486.000,00","","ACEPTADA"
"468","4112-35-CL20","3191-1767-SE21","30/03/2021","$486.000,00","","ACEPTADA"
"469","4112-35-CL20","3191-1272-SE21","03/03/2021","$486.000,00","","ACEPTADA"
"470","296972-15-CL20","3191-3126-SE21","01/06/2021","$652.120,00","","ACEPTADA"
"471","296972-16-CL20","3191-4054-SE21","15/07/2021","$12.243.803,00","","ENVIADA A PROVEEDOR"
"472","296972-16-CL20","3191-3056-SE21","31/05/2021","$79.385.015,00","","ACEPTADA"
"473","296972-16-CL20","3191-2492-SE21","04/05/2021","$1.946.521,00","","RECEPCIÓN CONFORME"
"474","296972-16-CL20","3191-3032-SE21","28/05/2021","$20.154.322,00","","ACEPTADA"
"475","296972-16-CL20","3191-3024-SE21","27/05/2021","$13.313.399,00","","ACEPTADA"
"476","296972-16-CL20","3191-3387-SE21","15/06/2021","$10.893.046,00","","ACEPTADA"
"477","296972-16-CL20","3191-3388-SE21","15/06/2021","$19.815.634,00","","ACEPTADA"
"478","296972-16-CL20","3191-3359-SE21","14/06/2021","$528.405,00","","ACEPTADA"
"479","296972-16-CL20","3191-3454-SE21","18/06/2021","$76.320.149,00","","ACEPTADA"
"480","296972-16-CL20","3191-3895-SE21","09/07/2021","$1.483.710,00","","ACEPTADA"
"481","296972-16-CL20","3191-3160-SE21","02/06/2021","$821.977,00","","ACEPTADA"
"482","296972-16-CL20","3191-2957-SE21","26/05/2021","$528.405,00","","ACEPTADA"
"483","296972-20-CL20","3191-3842-SE21","07/07/2021","$201.348,00","","ACEPTADA"
"484","296972-22-CL20","3191-2919-SE21","25/05/2021","$506.702,00","","ACEPTADA"
"485","296972-22-CL20","3191-2645-SE21","11/05/2021","$881.255,00","","RECEPCIÓN CONFORME"
"486","296972-23-CL20","3191-2981-SE21","27/05/2021","$1.339.024,00","","ACEPTADA"
"487","296972-24-CL20","3191-3150-SE21","01/06/2021","$2.330.258,00","","ACEPTADA"
"488","296972-24-CL20","3191-2559-SE21","06/05/2021","$620.466,00","","RECEPCIÓN CONFORME"
"489","296972-25-CL20","3191-2980-SE21","27/05/2021","$339.436,00","","ACEPTADA"
"490","296972-25-CL20","3191-2646-SE21","11/05/2021","$595.000,00","","ACEPTADA"
"491","296972-27-CL19","3191-2535-SE21","05/05/2021","$9.397.706,00","","ACEPTADA"
"492","296972-27-CL19","3191-2579-SE21","07/05/2021","$3.873.450,00","","RECEPCIÓN CONFORME"
"493","296972-28-CL20","3191-2561-SE21","06/05/2021","$4.221.382,00","","RECEPCIÓN CONFORME"
"494","296972-28-CL20","3191-3140-SE21","02/06/2021","$866.391,00","","ACEPTADA"
"495","296972-28-CL20","3191-3143-SE21","01/06/2021","$6.128.857,00","","ACEPTADA"
"496","296972-28-CL20","3191-3843-SE21","07/07/2021","$127.092,00","","ACEPTADA"
"497","296972-29-CL20","3191-2982-SE21","27/05/2021","$6.938.759,00","","ACEPTADA"
"498","296972-2-CL20","3191-3225-SE21","04/06/2021","$95.200,00","","ACEPTADA"
"499","296972-2-CL20","3191-2546-SE21","06/05/2021","$1.049.580,00","","RECEPCIÓN CONFORME"
"500","296972-2-CL20","3191-3187-SE21","03/06/2021","$2.231.250,00","","ACEPTADA"
"501","296972-2-CL20","3191-3188-SE21","03/06/2021","$689.010,00","","ACEPTADA"
"502","296972-32-CL19","3191-3689-SE21","01/07/2021","$4.245.920,00","","ACEPTADA"
"503","296972-32-CL19","3191-3309-SE21","10/06/2021","$10.495.800,00","","ACEPTADA"
"504","296972-32-CL19","3191-3269-SE21","09/06/2021","$2.012.885,00","","ACEPTADA"
"505","296972-32-CL20","3191-3082-SE21","31/05/2021","$952.000,00","","ACEPTADA"
"506","296972-38-CL20","3191-3008-SE21","27/05/2021","$5.460.291,00","","ACEPTADA"
"507","296972-39-CL20","3191-2558-SE21","06/05/2021","$3.352.230,00","","ACEPTADA"
"508","296972-3-CL19","3191-3266-SE21","09/06/2021","$1.606.500,00","","ACEPTADA"
"509","296972-3-CL20","3191-3186-SE21","03/06/2021","$767.253,00","","ACEPTADA"
"510","296972-3-CL20","3191-3736-SE21","01/07/2021","$180.880,00","","ACEPTADA"
"511","296972-40-CL20","3191-2933-SE21","25/05/2021","$1.767.388,00","","ACEPTADA"
"512","296972-40-CL20","3191-2922-SE21","25/05/2021","$1.574.846,00","","ACEPTADA"
"513","296972-40-CL20","3191-3243-SE21","07/06/2021","$46.410,00","","ACEPTADA"
"514","296972-40-CL20","3191-3083-SE21","31/05/2021","$582.267,00","","ACEPTADA"
"515","296972-40-CL20","3191-3442-SE21","17/06/2021","$2.093.191,00","","ACEPTADA"
"516","296972-41-CL18","3191-3081-SE21","01/06/2021","$2.374.050,00","","ACEPTADA"
"517","296972-41-CL18","3191-2609-SE21","07/05/2021","$474.810,00","","RECEPCIÓN CONFORME"
"518","296972-43-CL20","3191-3169-SE21","02/06/2021","$12.792.500,00","","ACEPTADA"
"519","296972-44-CL18","3191-2453-SE21","03/05/2021","$714.000,00","","RECEPCIÓN CONFORME"
"520","296972-44-CL18","3191-2790-SE21","17/05/2021","$821.100,00","","ACEPTADA"
"521","296972-44-CL20","3191-2931-SE21","25/05/2021","$40.698,00","","ACEPTADA"
"522","296972-48-CL18","3191-2792-SE21","17/05/2021","$1.415.505,00","","ACEPTADA"
"523","296972-4-CL19","3191-2475-SE21","03/05/2021","$2.380.000,00","","RECEPCIÓN CONFORME"
"524","296972-4-CL20","3191-3386-SE21","15/06/2021","$4.817.369,00","","ACEPTADA"
"525","296972-4-CL20","3191-3896-SE21","09/07/2021","$3.655.340,00","","ACEPTADA"
"526","296972-4-CL20","3191-3041-SE21","28/05/2021","$4.656.821,00","","ACEPTADA"
"527","296972-52-CL20","3191-3151-SE21","01/06/2021","$2.618.000,00","","ACEPTADA"
"528","296972-55-CL18","3191-3079-SE21","01/06/2021","$54.740,00","","ACEPTADA"
"529","296972-55-CL18","3191-2610-SE21","07/05/2021","$689.010,00","","ACEPTADA"
"530","296972-55-CL20","3191-2932-SE21","25/05/2021","$1.052.436,00","","ACEPTADA"
"215","296972-32-CL20","1002BK1","23/03/2021","$19.516,00","","ANULADA"
"216","296972-15-CL20","3191-4922-SE20","13/10/2020","$8.351.550,00","","ACEPTADA"
"217","296972-15-CL20","3191-4115-SE20","31/08/2020","$370.090,00","","RECEPCIÓN CONFORME"
"218","296972-15-CL20","3191-2199-SE20","11/05/2020","$370.090,00","","RECEPCIÓN CONFORME"
"219","296972-15-CL20","3191-3264-SE20","14/07/2020","$5.602.610,00","","ACEPTADA"
"220","296972-15-CL20","3191-5263-SE20","03/11/2020","$2.271.710,00","","ACEPTADA"
"221","296972-15-CL20","3191-1006-SE21","17/02/2021","$9.232.009,00","","ACEPTADA"
"222","296972-15-CL20","3191-4656-SE20","28/09/2020","$1.668.380,00","","ACEPTADA"
"223","296972-16-CL20","3191-4699-SE20","29/09/2020","$10.158.268,00","","ACEPTADA"
"224","296972-16-CL20","3191-2313-SE20","19/05/2020","$41.624.463,00","","ACEPTADA"
"225","296972-16-CL20","3191-2294-SE20","18/05/2020","$17.403.170,00","","ACEPTADA"
"226","296972-16-CL20","3191-573-SE21","25/01/2021","$58.802.246,00","","ACEPTADA"
"227","296972-16-CL20","3191-3895-SE20","20/08/2020","$32.282.030,00","","ACEPTADA"
"228","296972-16-CL20","3191-1520-SE20","26/03/2020","$5.128.246,00","","ACEPTADA"
"229","296972-16-CL20","3191-2036-SE20","28/04/2020","$13.398.786,00","","ACEPTADA"
"230","296972-16-CL20","3191-3672-SE20","04/08/2020","$1.795.238,00","","RECEPCIÓN CONFORME"
"231","296972-16-CL20","3191-4921-SE20","13/10/2020","$10.948.083,00","","ACEPTADA"
"232","296972-16-CL20","3191-3098-SE20","06/07/2020","$6.760.747,00","","ACEPTADA"
"233","296972-16-CL20","3191-1067-SE21","18/02/2021","$1.722.186,00","","ACEPTADA"
"234","296972-16-CL20","3191-452-SE21","19/01/2021","$528.405,00","","ACEPTADA"
"235","296972-16-CL20","3191-1530-SE20","26/03/2020","$13.747.079,00","","ACEPTADA"
"236","296972-16-CL20","3191-2638-SE20","08/06/2020","$3.032.701,00","","ACEPTADA"
"237","296972-16-CL20","3191-4718-SE20","30/09/2020","$15.498.679,00","","ACEPTADA"
"238","296972-16-CL20","3191-5696-SE20","26/11/2020","$54.427.394,00","","ACEPTADA"
"239","296972-16-CL20","3191-2282-SE20","15/05/2020","$2.015.758,00","","RECEPCIÓN CONFORME"
"240","296972-16-CL20","3191-5081-SE20","22/10/2020","$53.127.457,00","","ACEPTADA"
"241","296972-16-CL20","3191-4835-SE20","06/10/2020","$4.341.308,00","","ACEPTADA"
"242","296972-16-CL20","3191-6249-SE20","23/12/2020","$7.757.908,00","","ACEPTADA"
"243","296972-16-CL20","3191-3097-SE20","06/07/2020","$29.131.643,00","","ACEPTADA"
"244","296972-16-CL20","3191-4916-SE20","13/10/2020","$15.429.903,00","","ACEPTADA"
"245","296972-16-CL20","3191-6253-SE20","23/12/2020","$16.959.702,00","","ACEPTADA"
"246","296972-2-CL20","3191-3667-SE20","04/08/2020","$352.240,00","","RECEPCIÓN CONFORME"
"247","296972-2-CL20","3191-5885-SE20","04/12/2020","$1.513.680,00","","ACEPTADA"
"248","296972-2-CL20","3191-5886-SE20","04/12/2020","$611.065,00","","ACEPTADA"
"249","296972-2-CL20","3191-1264-SE21","03/03/2021","$130.900,00","","ACEPTADA"
"250","296972-2-CL20","3191-897-SE21","10/02/2021","$98.175,00","","ACEPTADA"
"251","296972-2-CL20","3191-3382-SE20","20/07/2020","$42.840,00","","ACEPTADA"
"252","296972-2-CL20","3191-1196-SE20","11/03/2020","$3.427.200,00","","RECEPCIÓN CONFORME"
"253","296972-2-CL20","3191-420-SE21","18/01/2021","$42.840,00","","ACEPTADA"
"254","296972-2-CL20","3191-4812-SE20","05/10/2020","$848.470,00","","ACEPTADA"
"255","296972-2-CL20","3191-1197-SE20","11/03/2020","$98.770,00","","RECEPCIÓN CONFORME"
"256","296972-2-CL20","3191-1822-SE20","08/04/2020","$569.177,00","","ACEPTADA"
"257","296972-2-CL20","3191-828-SE20","12/02/2020","$246.925,00","","ACEPTADA"
"258","296972-3-CL20","3191-4822-SE20","06/10/2020","$156.366,00","","ACEPTADA"
"259","296972-4-CL20","3191-4713-SE20","30/09/2020","$2.484.690,00","","ACEPTADA"
"260","296972-4-CL20","3191-1007-SE21","17/02/2021","$3.097.714,00","","ACEPTADA"
"261","296972-4-CL20","3191-1412-SE20","20/03/2020","$3.039.173,00","","ACEPTADA"
"262","296972-5-CL20","3191-1929-SE20","20/04/2020","$46.410,00","","ACEPTADA"
"263","296972-5-CL20","3191-781-SE20","04/12/2020","$362.950,00","","ACEPTADA"
"264","296972-5-CL20","3191-5889-SE20","04/12/2020","$916.300,00","","ACEPTADA"
"265","296972-5-CL20","3191-741-SE21","02/02/2021","$146.370,00","","ACEPTADA"
"266","296972-5-CL20","3191-4819-SE20","06/10/2020","$890.120,00","","ACEPTADA"
"267","296972-5-CL20","3191-1187-SE20","11/03/2020","$752.675,00","","ACEPTADA"
"268","296972-6-CL20","3191-5478-SE20","13/11/2020","$1.898.198,00","","ACEPTADA"
"269","296972-6-CL20","3191-330-SE21","13/01/2021","$2.123.015,00","","ACEPTADA"
"270","296972-6-CL20","3191-3248-SE20","13/07/2020","$1.019.206,00","","ACEPTADA"
"271","296972-6-CL20","3191-3763-SE20","11/08/2020","$1.108.713,00","","ACEPTADA"
"272","296972-9-CL20","3191-668-SE21","28/01/2021","$4.016.250,00","","ACEPTADA"
"273","296972-9-CL20","3191-3261-SE20","14/07/2020","$5.087.250,00","","RECEPCIÓN CONFORME"
"274","296972-9-CL20","3191-914-SE20","18/02/2020","$526.456,00","","RECEPCIÓN CONFORME"
"275","296972-9-CL20","3191-1360-SE20","18/03/2020","$2.142.000,00","","RECEPCIÓN CONFORME"
"276","296972-9-CL20","3191-2013-SE20","27/04/2020","$1.874.250,00","","ACEPTADA"
"277","296972-9-CL20","3191-5742-SE20","30/11/2020","$4.367.449,00","","ACEPTADA"
"278","296972-9-CL20","3191-3713-SE20","06/08/2020","$9.762.314,00","","RECEPCIÓN CONFORME"
"279","4112-13-CL19","3191-3999-SE19","07/08/2019","$390.320,00","","RECEPCIÓN CONFORME"
"280","4112-13-CL19","3191-5725-SE19","28/10/2019","$2.237.200,00","","RECEPCIÓN CONFORME"
"281","4112-13-CL19","3191-6536-SE19","04/12/2019","$390.320,00","","RECEPCIÓN CONFORME"
"282","4112-19-CL20","3191-3766-SE20","11/08/2020","$8.952.370,00","","ACEPTADA"
"283","4112-19-CL20","3191-4920-SE20","13/10/2020","$7.907.550,00","","ACEPTADA"
"284","4112-19-CL20","3191-342-SE21","13/01/2021","$4.462.500,00","","ACEPTADA"
"285","4112-19-CL20","3191-1009-SE21","17/02/2021","$5.892.880,00","","ACEPTADA"
"286","4112-19-CL20","3191-6246-SE20","23/12/2020","$5.036.080,00","","ACEPTADA"
"287","4112-19-CL20","3191-4800-SE20","05/10/2020","$2.638.230,00","","ACEPTADA"
"288","4112-19-CL20","3191-4712-SE20","30/09/2020","$8.378.790,00","","ACEPTADA"
"289","4112-19-CL20","3191-3280-SE20","15/07/2020","$7.234.010,00","","ACEPTADA"
"290","4112-19-CL20","3191-5526-SE20","17/11/2020","$6.832.980,00","","ACEPTADA"
"291","4112-19-CL20","3191-4711-SE20","30/09/2020","$74.970,00","","ACEPTADA"
"292","4112-26-CL19","3191-2457-SE20","28/05/2020","$3.023.867,00","","ACEPTADA"
"293","4112-26-CL19","3191-4986-SE20","16/10/2020","$3.482.912,00","","ACEPTADA"
"294","4112-26-CL19","3191-1659-SE20","31/03/2020","$4.682.864,00","","ACEPTADA"
"295","4112-2-CL20","3191-298-SE20","15/01/2020","$92.820,00","","RECEPCIÓN CONFORME"
"296","4112-2-CL20","3191-170-SE20","10/01/2020","$1.347.080,00","","RECEPCIÓN CONFORME"
"297","4112-2-CL20","3191-1187-SE21","25/02/2021","$278.460,00","","ACEPTADA"
"298","4112-2-CL20","3191-2066-SE20","29/04/2020","$185.640,00","","ACEPTADA"
"299","4112-2-CL20","3191-1942-SE20","21/04/2020","$2.213.400,00","","ACEPTADA"
"300","4112-2-CL20","3191-421-SE20","23/01/2020","$1.106.700,00","","RECEPCIÓN CONFORME"
"301","4112-2-CL20","3191-5213-SE20","30/10/2020","$92.820,00","","EN PROCESO"
"302","4112-2-CL20","3191-1441-SE20","23/03/2020","$2.306.220,00","","RECEPCIÓN CONFORME"
"303","4112-2-CL20","3191-4323-SE20","10/09/2020","$2.213.400,00","","ACEPTADA"
"304","4112-2-CL20","3191-1326-SE21","05/03/2021","$2.213.400,00","","ACEPTADA"
"305","4112-4-CL20","3191-3084-SE19","21/06/2019","$11.194.866,00","","ACEPTADA"
"306","4112-4-CL20","3191-3565-SE19","17/07/2019","$10.906.314,00","","ACEPTADA"
"307","4112-4-CL20","3191-5544-SE19","17/10/2019","$15.048.264,00","","ACEPTADA"
"308","4112-4-CL20","3191-4368-SE20","14/09/2020","$8.513.831,00","","ACEPTADA"
"309","4112-4-CL20","3191-2867-SE20","22/06/2020","$7.057.706,00","","ACEPTADA"
"310","4112-4-CL20","3191-1867-SE20","14/04/2020","$9.914.913,00","","ACEPTADA"
"311","4112-4-CL20","3191-5750-SE20","30/11/2020","$5.888.031,00","","ACEPTADA"
"312","4112-4-CL20","3191-2459-SE20","28/05/2020","$5.852.462,00","","ACEPTADA"
"313","4112-4-CL20","3191-5003-SE20","19/10/2020","$8.423.284,00","","ACEPTADA"
"314","4112-4-CL20","3191-3461-SE20","23/07/2020","$5.341.339,00","","ACEPTADA"
"315","4112-4-CL20","3191-896-SE21","10/02/2021","$10.811.852,00","","ACEPTADA"
"316","4112-4-CL20","3191-3929-SE20","20/08/2020","$6.801.635,00","","ACEPTADA"
"317","4112-4-CL20","3191-2349-SE19","16/05/2019","$14.305.645,00","","ACEPTADA"
"953","4112-43-CL20","3191-6205-SE20","22/12/2020","$773.500,00","","ACEPTADA"
"954","4112-43-CL20","3191-6127-SE20","17/12/2020","$773.500,00","","RECEPCIÓN CONFORME"
"955","4112-43-CL20","3191-4489-SE20","21/09/2020","$773.500,00","","RECEPCIÓN CONFORME"
"956","4112-14-CL20","3191-5264-SE20","03/11/2020","$1.005.550,00","","RECEPCIÓN CONFORME"
"957","4112-14-CL20","3191-112-SE21","07/01/2021","$243.950,00","","ACEPTADA"
"958","4112-14-CL20","3191-3963-SE20","24/08/2020","$1.785.000,00","","RECEPCIÓN CONFORME"
"959","4112-14-CL20","3191-1717-SE21","26/03/2021","$2.082.500,00","","ACEPTADA"
"960","4112-43-CL20","3191-5965-SE20","10/12/2020","$2.320.500,00","","RECEPCIÓN CONFORME"
"961","4112-14-CL20","3191-316-SE21","13/01/2021","$243.950,00","","ACEPTADA"
"962","4112-43-CL20","3191-453-SE21","19/01/2021","$904.400,00","","ACEPTADA"
"963","4112-43-CL20","3191-717-SE21","01/02/2021","$773.500,00","","ACEPTADA"
"964","4112-14-CL20","3191-1949-SE21","07/04/2021","$892.500,00","","ACEPTADA"
"965","4112-43-CL20","3191-1215-SE21","01/03/2021","$773.500,00","","ACEPTADA"
"966","4112-14-CL20","3191-2019-SE21","12/04/2021","$892.500,00","","ACEPTADA"
"967","4112-14-CL20","3191-509-SE21","20/01/2021","$892.500,00","","ACEPTADA"
"968","4112-14-CL20","3191-4216-SE20","07/09/2020","$1.136.450,00","","RECEPCIÓN CONFORME"
